Employe,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrMa0ger,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
CLIFFORD SMETHURST,43,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,3581,Male,3,Laboratory Technician,Married,168350,3,Y,17,8,1,25,3,8,0,7,3,4,3,3,3
MARK LANTRIP,49,No,Travel_Rarely,Sales,14,4,Life Sciences,1,3582,Male,2,Research Scientist,Married,62300,2,Y,14,8,0,23,2,1,0,0,1,3,4,2,3
CECILIA BAUTISTA,36,No,Travel_Frequently,Sales,5,2,Marketing,1,3583,Female,1,Laboratory Technician,Married,47170,1,Y,19,8,1,12,3,11,0,7,3,2,2,3,3
JAMES TACCHINI,48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3584,Female,2,Laboratory Technician,Single,132370,5,Y,13,8,1,7,2,1,0,0,4,2,2,4,3
FER0NDO CISNEROS,27,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,3585,Male,2,Laboratory Technician,Divorced,37550,1,Y,19,8,0,5,2,5,0,3,1,3,3,3,3
JEFFREY BROWN,29,No,Travel_Rarely,Sales,17,4,Medical,1,3586,Male,1,Laboratory Technician,Divorced,65820,1,Y,19,8,1,6,3,6,1,0,3,4,3,3,3
BRUCE WONG,48,No,Travel_Rarely,Sales,1,1,Marketing,1,3587,Male,2,Manufacturing Director,Single,74060,6,Y,14,8,2,25,2,1,0,0,4,4,4,3,3
ELIZABETH LEAHY,29,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,3588,Female,2,Healthcare Representative,Divorced,48050,3,Y,16,8,1,9,2,7,1,7,4,4,2,3,3
KENNETH BATES,34,No,Travel_Rarely,Sales,9,4,Medical,1,3589,Female,2,Laboratory Technician,Married,27410,0,Y,15,8,1,2,3,1,0,0,3,3,2,3,3
NOIME VENTENILLA,44,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,3590,Female,1,Laboratory Technician,Married,42620,7,Y,18,8,0,26,2,22,3,10,2,2,3,3,3
MATTHEW SULLIVAN,33,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,3591,Female,2,Research Scientist,Divorced,161840,0,Y,13,8,1,10,2,9,0,8,4,3,3,4,3
THOMAS HULL,19,No,Travel_Rarely,Sales,2,4,Marketing,1,3592,Male,3,Laboratory Technician,Single,115570,1,Y,22,8,0,1,0,1,0,1,2,4,3,3,4
KENT LEUNG,23,No,Travel_Rarely,Sales,2,3,Medical,1,3593,Male,3,Laboratory Technician,Married,18780,1,Y,13,8,1,1,2,1,0,1,4,3,3,3,3
HOWARD ZEE,25,Yes,Travel_Frequently,Research & Development,1,1,Life Sciences,1,3594,Male,1,Manufacturing Director,Single,109320,1,Y,11,8,1,1,3,1,1,0,3,4,3,3,3
SHUANG CHEN,26,No,Travel_Rarely,Human Resources,9,3,Life Sciences,1,3595,Male,2,Research Scientist,Single,68110,1,Y,11,8,1,8,4,8,2,2,3,4,2,3,3
GARY HO,45,Yes,Travel_Rarely,Human Resources,12,3,Human Resources,1,3596,Male,2,Laboratory Technician,Single,43060,2,Y,11,8,2,26,3,24,1,11,1,2,3,3,3
DAVID BEAUPRE,55,No,Non-Travel,Research & Development,27,3,Life Sciences,1,3597,Female,2,Ma0ger,Divorced,48590,1,Y,24,8,1,34,3,33,15,0,4,2,3,4,4
JEFFREY MA,21,Yes,Travel_Frequently,Research & Development,20,2,Medical,1,3598,Female,4,Research Scientist,Single,53370,1,Y,14,8,1,2,2,2,2,2,1,3,1,3,3
KENNETH JOMOC,46,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3599,Male,1,Manufacturing Director,Married,23400,2,Y,13,8,1,26,2,11,0,8,4,2,3,1,3
YU-LANG CHEN,34,No,Travel_Rarely,Sales,13,4,Medical,1,3600,Male,3,Sales Representative,Single,74910,0,Y,14,8,1,4,3,3,0,2,3,1,3,2,3
PATRICK HAN0N,51,No,Travel_Frequently,Research & Development,14,3,Life Sciences,1,3601,Male,2,Research Director,Divorced,105270,4,Y,14,8,0,31,3,29,11,10,4,2,2,3,3
JAMES FERRANTE,59,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,3602,Male,2,Research Scientist,Single,165950,6,Y,21,8,1,25,2,9,5,4,4,4,2,3,4
ANITA SANCHEZ,34,No,Travel_Frequently,Sales,14,4,Medical,1,3603,Female,3,Research Scientist,Divorced,88340,4,Y,13,8,1,15,1,11,5,10,3,2,4,3,3
JOCELYN WEILER,28,No,Travel_Frequently,Research & Development,2,3,Other,1,3604,Female,1,Ma0ger,Single,55770,0,Y,19,8,0,5,3,4,0,2,4,3,2,3,3
JULIO MOLI0,44,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,3605,Male,2,Research Scientist,Divorced,47070,1,Y,17,8,0,26,4,25,14,13,3,1,2,1,3
RODNEY CHAN,34,No,Travel_Frequently,Sales,1,3,Life Sciences,1,3606,Male,2,Sales Executive,Married,24000,4,Y,18,8,1,14,3,10,1,8,3,2,4,3,3
JOHN MURPHY,35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,3607,Male,4,Healthcare Representative,Married,98240,0,Y,19,8,0,4,2,3,2,2,3,3,3,3,3
MARK FRAIZE,42,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,3608,Female,1,Ma0ger,Married,64470,6,Y,13,8,0,18,3,1,0,0,2,2,3,3,3
REGI0LD SCOTT,43,No,Travel_Rarely,Research & Development,7,2,Medical,1,3609,Female,1,Laboratory Technician,Single,195020,3,Y,18,8,2,23,3,21,15,17,4,4,4,4,3
MATTHEW HASKELL,36,No,Travel_Rarely,Research & Development,2,4,Medical,1,3610,Male,1,Healthcare Representative,Single,27250,9,Y,21,8,1,18,4,16,5,12,3,2,3,2,4
JENNIFER KANE0GA,44,Yes,Travel_Rarely,Research & Development,21,4,Life Sciences,1,3611,Female,2,Laboratory Technician,Married,62720,1,Y,19,8,1,10,3,10,0,5,1,4,3,3,3
VAL ALTAMIRANO,28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,3612,Female,2,Sales Representative,Married,21270,1,Y,14,8,0,2,3,2,2,2,4,4,3,3,3
EDRIC TALUSAN,51,No,Travel_Frequently,Sales,21,4,Medical,1,3613,Male,2,Research Scientist,Single,182000,0,Y,17,8,0,8,3,7,7,7,2,3,2,3,3
MARTIN KILGARIFF,30,No,Non-Travel,Research & Development,2,4,Other,1,3614,Male,1,Research Scientist,Single,20960,7,Y,11,8,3,10,2,8,1,7,3,3,3,3,3
RAYMOND DRISCOLL,29,Yes,Travel_Rarely,Research & Development,29,4,Technical Degree,1,3615,Female,1,Sales Representative,Divorced,28860,3,Y,13,8,0,10,4,7,7,7,2,3,3,3,3
JAMES ARAGON,28,No,Travel_Rarely,Sales,1,4,Life Sciences,1,3616,Female,2,Sales Representative,Single,20330,2,Y,15,8,1,5,5,3,1,2,4,1,2,3,3
JOSEPH ROGER,25,No,Travel_Rarely,Research & Development,18,2,Life Sciences,1,3617,Male,1,Research Scientist,Single,36220,1,Y,25,8,0,2,0,2,2,1,4,2,2,3,4
GEORGE DUGAN,32,No,Travel_Rarely,Research & Development,10,4,Other,1,3618,Female,1,Sales Executive,Married,42330,1,Y,11,8,0,10,5,10,0,8,3,4,4,3,3
JOSEPHINE POFSKY,45,No,Travel_Frequently,Research & Development,19,3,Medical,1,3619,Male,3,Laboratory Technician,Single,36810,3,Y,17,8,1,22,2,0,0,0,2,2,3,3,3
JACQUELINE GILBERT,39,No,Travel_Rarely,Sales,29,1,Marketing,1,3620,Female,1,Laboratory Technician,Divorced,54600,6,Y,13,8,2,21,3,19,15,2,3,2,3,3,3
ELLEN SAKOLOFF,58,No,Travel_Rarely,Research & Development,27,3,Other,1,3621,Male,2,Laboratory Technician,Divorced,21870,1,Y,18,8,1,2,1,2,2,2,1,3,3,1,3
MARTIN COVARRUBIAS,32,Yes,Travel_Rarely,Research & Development,5,3,Technical Degree,1,3622,Female,1,Sales Executive,Married,96020,1,Y,13,8,1,10,3,10,1,1,4,3,3,3,3
IMELDA DEL ROSARIO,39,Yes,Travel_Rarely,Research & Development,18,2,Life Sciences,1,3623,Male,2,Laboratory Technician,Single,28360,0,Y,20,8,0,6,3,5,0,3,3,1,3,2,4
ROLANDO CA0LES,30,No,Travel_Rarely,Sales,9,1,Marketing,1,3624,Male,4,Research Director,Married,40890,0,Y,18,8,0,10,2,9,6,7,1,4,3,4,3
DAVID LEE,36,No,Travel_Rarely,Sales,1,3,Marketing,1,3625,Male,2,Sales Executive,Married,166270,3,Y,12,8,0,10,5,7,1,7,4,3,3,2,3
GILBERT JACOBS JR,46,No,Travel_Rarely,Sales,4,3,Medical,1,3626,Male,1,Research Scientist,Single,26190,6,Y,12,8,1,10,3,7,5,7,4,1,4,2,3
DUNCAN DUFFIN,28,No,Non-Travel,Research & Development,1,3,Medical,1,3627,Male,5,Sales Executive,Married,56790,0,Y,13,8,0,10,2,9,7,5,3,4,3,2,3
RICHARD HILLIS,50,No,Travel_Rarely,Research & Development,20,2,Medical,1,3628,Female,5,Laboratory Technician,Married,154020,4,Y,21,8,0,25,3,3,1,2,4,1,3,2,4
WILLIAM O'BRIEN,40,Yes,Travel_Rarely,Sales,8,1,Other,1,3629,Male,1,Laboratory Technician,Single,59850,2,Y,13,8,3,9,1,5,1,0,4,2,3,2,3
PATRICK DOHERTY,52,Yes,Travel_Rarely,Research & Development,3,2,Technical Degree,1,3630,Male,3,Laboratory Technician,Single,25790,9,Y,19,8,1,10,1,8,7,7,2,2,2,3,3
TRACY KWOK,30,No,Travel_Rarely,Research & Development,6,4,Medical,1,3631,Female,1,Sales Executive,Married,30410,1,Y,11,8,1,9,2,9,0,8,2,1,3,2,3
ALICE YUE,39,No,Travel_Rarely,Research & Development,26,1,Medical,1,3632,Male,2,Healthcare Representative,Single,34470,0,Y,14,8,0,9,5,8,1,7,1,3,3,3,3
JOHN CATHEY,31,No,Non-Travel,Research & Development,1,2,Medical,1,3633,Male,1,Sales Executive,Divorced,195130,1,Y,12,8,1,10,1,10,9,6,4,3,2,2,3
IQBALBHAI DHAPA,41,No,Non-Travel,Sales,6,3,Life Sciences,1,3634,Female,1,Research Director,Single,27730,1,Y,11,8,0,19,3,19,11,9,3,2,3,3,3
OCEAN BERG,31,Yes,Travel_Frequently,Research & Development,3,1,Life Sciences,1,3635,Male,1,Sales Executive,Single,71040,1,Y,14,8,1,3,3,3,2,2,4,2,4,3,3
JOSEPH ROBLES,44,Yes,Travel_Rarely,Sales,5,3,Life Sciences,1,3636,Male,1,Laboratory Technician,Married,63220,4,Y,11,8,1,10,2,3,1,2,1,1,4,3,3
JOHN MINOR,42,No,Non-Travel,Research & Development,4,3,Life Sciences,1,3637,Male,2,Laboratory Technician,Married,20830,0,Y,12,8,2,21,3,20,2,10,3,3,2,2,3
HUMBERTO PILARTE,55,No,Travel_Rarely,Sales,11,3,Technical Degree,1,3638,Male,2,Manufacturing Director,Married,83810,4,Y,15,8,1,23,3,19,9,11,4,3,3,3,3
DOUGLAS FARMER,56,No,Travel_Rarely,Sales,3,2,Medical,1,3639,Female,3,Manufacturing Director,Single,26910,6,Y,16,8,1,36,6,7,7,7,4,2,3,3,3
RYAN MAK,40,No,Non-Travel,Research & Development,1,1,Life Sciences,1,3640,Male,1,Laboratory Technician,Divorced,42860,9,Y,15,8,0,6,6,4,0,0,3,3,3,3,3
JOCELYN MADAMBA,34,No,Travel_Rarely,Research & Development,3,2,Technical Degree,1,3641,Male,2,Research Director,Divorced,26590,0,Y,24,8,3,10,2,9,1,6,4,4,2,3,4
CRAIG LEUNG,40,No,Travel_Rarely,Sales,4,3,Medical,1,3642,Male,2,Sales Executive,Single,94340,1,Y,13,8,1,9,3,9,8,8,3,4,3,2,3
RAUL MENDIETA,41,No,Travel_Frequently,Sales,1,4,Other,1,3643,Female,2,Healthcare Representative,Divorced,55610,0,Y,11,8,0,10,2,9,1,7,3,1,3,2,3
THOMAS O'BRIEN,35,No,Travel_Frequently,Sales,1,2,Technical Degree,1,3644,Male,2,Ma0ger,Single,66460,1,Y,13,8,1,9,2,9,1,1,3,3,3,2,3
YU-RUO WANG,51,No,Travel_Rarely,Sales,18,2,Life Sciences,1,3645,Male,4,Manufacturing Director,Divorced,77250,1,Y,13,8,1,33,2,33,0,10,3,2,3,3,3
FIDEL GONZALEZ,38,No,Travel_Rarely,Sales,2,4,Life Sciences,1,3646,Female,1,Research Scientist,Divorced,107250,3,Y,18,8,0,11,5,7,1,7,2,1,3,2,3
JOSE JIMENEZ,34,No,Travel_Rarely,Sales,4,3,Life Sciences,1,3647,Male,2,Research Scientist,Single,88470,1,Y,16,8,0,10,3,10,9,6,3,1,4,4,3
ALBERT HOM,25,No,Travel_Rarely,Research & Development,6,2,Medical,1,3648,Female,4,Research Scientist,Married,20450,3,Y,19,8,0,7,3,3,1,2,4,4,2,3,3
NELSON WONG,58,Yes,Travel_Rarely,Sales,1,4,Technical Degree,1,3649,Male,2,Sales Executive,Married,10090,7,Y,13,8,2,31,3,10,5,9,3,1,2,4,3
SHANTE WILLIAMS,40,No,Travel_Rarely,Research & Development,14,4,Medical,1,3650,Female,1,Research Scientist,Married,33480,3,Y,22,8,0,7,2,4,0,3,2,2,3,1,4
ADRIANE MAJLESI,36,No,Travel_Frequently,Sales,16,2,Life Sciences,1,3651,Male,1,Research Scientist,Married,12810,2,Y,11,8,0,17,2,15,6,13,1,1,2,3,3
KEVIN LEE,48,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,3652,Male,2,Research Scientist,Single,28190,1,Y,20,8,0,11,2,10,0,8,4,4,3,2,4
HONESTO CACHO,27,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3653,Female,2,Laboratory Technician,Married,48510,8,Y,18,8,0,5,2,1,0,0,3,4,3,3,3
STEVE GLICKMAN,51,No,Travel_Rarely,Research & Development,4,1,Medical,1,3654,Female,3,Manufacturing Director,Single,40280,3,Y,14,8,0,29,3,5,0,3,4,2,2,3,3
RO0LD LIBERTA,18,No,Non-Travel,Research & Development,1,4,Medical,1,3655,Male,2,Sales Executive,Single,27200,1,Y,22,8,1,0,2,0,0,0,4,4,0,3,4
MARK CHRISTENSEN,35,No,Travel_Rarely,Research & Development,1,4,Other,1,3656,Female,2,Research Director,Married,81200,0,Y,13,8,0,10,2,9,0,0,4,4,3,2,3
SEAN MC0MARA,27,No,Travel_Frequently,Research & Development,26,4,Medical,1,3657,Female,1,Research Director,Single,46470,3,Y,17,8,0,8,3,6,0,0,4,4,3,4,3
CEZAR PEREZ,55,Yes,Travel_Rarely,Research & Development,19,3,Technical Degree,1,3658,Male,1,Human Resources,Single,46800,6,Y,14,8,3,24,0,19,3,8,1,3,2,4,3
TILAFAIGA TA'APE JR,56,No,Travel_Rarely,Research & Development,24,4,Life Sciences,1,3659,Male,2,Laboratory Technician,Married,32210,4,Y,15,8,2,33,2,19,15,9,4,2,3,3,3
JAMES GILLIAM,34,No,Non-Travel,Sales,1,2,Life Sciences,1,3660,Male,2,Research Scientist,Divorced,86210,1,Y,17,8,1,5,1,5,0,0,1,3,3,3,3
ASTERIA PEREZ,40,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,3661,Male,2,Sales Executive,Divorced,45770,5,Y,11,8,1,15,3,12,11,8,2,3,3,2,3
WALLACE TANG,34,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,3662,Male,1,Research Scientist,Married,45530,4,Y,18,8,1,10,2,8,7,7,2,3,3,4,3
SHAWNE CHRISTIAN,31,Yes,Travel_Frequently,Research & Development,2,2,Medical,1,3663,Female,2,Manufacturing Director,Single,53960,7,Y,17,8,1,3,2,1,0,0,3,4,4,1,3
RICHARD MILES,35,Yes,Travel_Frequently,Research & Development,1,2,Medical,1,3664,Male,1,Manufacturing Director,Married,67960,0,Y,13,8,0,5,2,4,3,2,4,3,2,3,3
SANDY CUADRA,38,No,Travel_Frequently,Research & Development,7,3,Medical,1,3665,Female,2,Sales Representative,Divorced,76250,1,Y,15,8,0,4,2,4,0,3,4,3,3,2,3
JAMES MCMAHAN,34,No,Travel_Rarely,Research & Development,10,4,Other,1,3666,Female,2,Laboratory Technician,Single,74120,1,Y,24,8,0,14,4,14,4,11,3,4,4,3,4
RICARDO DEL BARRIO,28,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3667,Female,2,Healthcare Representative,Married,111590,1,Y,12,8,0,5,2,5,0,4,3,1,3,3,3
OSBALDO GUTIERREZ,31,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,1,3668,Male,2,Sales Executive,Married,49600,1,Y,15,8,0,10,3,10,6,7,4,3,2,2,3
HECTOR BASURTO,39,No,Travel_Rarely,Research & Development,17,4,Technical Degree,1,3669,Female,2,Healthcare Representative,Married,104750,3,Y,11,8,1,8,3,5,1,4,1,4,4,3,3
PAUL STEFANI,51,No,Travel_Frequently,Research & Development,20,3,Medical,1,3670,Male,2,Sales Executive,Married,148140,2,Y,11,8,1,14,2,4,3,2,2,2,3,2,3
JEANNE D'ARCY,41,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,3671,Male,4,Sales Executive,Divorced,191410,3,Y,12,8,1,12,2,6,3,3,4,4,2,3,3
CHIU CHEN CHEN,37,No,Travel_Rarely,Research & Development,2,2,Medical,1,3672,Female,1,Healthcare Representative,Married,54050,7,Y,15,8,0,8,3,6,1,3,3,3,3,4,3
WILLIAM LEHEW,33,No,Travel_Frequently,Research & Development,2,3,Medical,1,3673,Female,1,Sales Executive,Married,87930,6,Y,17,8,0,8,2,5,1,2,2,4,4,3,3
JEFFREY ROSENBERG,32,No,Travel_Rarely,Research & Development,1,4,Medical,1,3674,Male,5,Research Director,Married,191890,0,Y,12,8,1,4,3,3,1,2,3,2,2,3,3
KEITH LAI,39,No,Non-Travel,Research & Development,29,2,Life Sciences,1,3675,Male,2,Sales Executive,Married,38750,3,Y,15,8,0,13,3,6,0,5,3,3,3,3,3
BRENDA RODGERS,25,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,3676,Male,1,Sales Executive,Married,22160,2,Y,13,8,3,6,2,3,1,2,1,3,2,2,3
TRACY CAVARETTA,52,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,3677,Male,2,Sales Executive,Married,117130,2,Y,14,8,0,24,2,5,0,2,4,3,2,3,3
ALICE GLEGHORN-ROTHLIND,43,No,Travel_Rarely,Research & Development,2,2,Medical,1,3678,Male,1,Laboratory Technician,Single,78610,1,Y,14,8,2,20,1,20,1,8,1,3,1,3,3
HELEN KIEFFER,27,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,3679,Male,1,Human Resources,Married,37080,1,Y,16,8,2,6,2,6,4,4,4,4,3,3,3
ANTOINETTE COE,27,Yes,Travel_Rarely,Research & Development,2,5,Life Sciences,1,3680,Female,1,Research Scientist,Single,137700,1,Y,18,8,1,8,3,8,7,7,4,3,3,4,3
RUBY ARAGON,26,No,Travel_Rarely,Research & Development,2,2,Other,1,3681,Male,3,Laboratory Technician,Single,53040,0,Y,20,8,1,5,2,4,1,1,1,4,3,3,4
FERN EBELING,42,No,Travel_Rarely,Sales,23,3,Marketing,1,3682,Female,3,Research Scientist,Married,26420,0,Y,13,8,1,21,3,20,0,9,0,1,3,3,3
JANE MCCOIN,52,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,3683,Female,1,Healthcare Representative,Married,27590,9,Y,18,8,1,12,6,5,0,4,3,1,1,3,3
JOSHUA HINDS,37,No,Travel_Rarely,Research & Development,20,5,Life Sciences,1,3684,Male,2,Ma0ger,Single,68040,4,Y,13,8,1,8,1,3,0,2,1,3,3,3,3
DAVID FLEMING,35,No,Travel_Frequently,Research & Development,6,4,Medical,1,3685,Female,2,Research Director,Single,61420,2,Y,15,8,1,10,2,2,2,2,3,4,3,3,3
JANET KOSEWIC,25,No,Travel_Rarely,Research & Development,1,4,Medical,1,3686,Male,2,Sales Executive,Married,25000,4,Y,14,8,2,7,2,3,0,2,1,4,2,1,3
DON0 SPIRLIN,26,No,Travel_Rarely,Research & Development,29,4,Life Sciences,1,3687,Male,1,Research Scientist,Single,63890,0,Y,22,8,0,8,2,7,0,7,3,1,3,2,4
PHILIP LASATER,29,No,Travel_Rarely,Sales,9,3,Life Sciences,1,3688,Male,1,Laboratory Technician,Single,111030,1,Y,12,8,0,10,5,10,0,9,2,1,2,2,3
MICHELLE LONG,49,Yes,Travel_Frequently,Sales,6,5,Medical,1,3689,Female,2,Healthcare Representative,Single,23420,3,Y,18,8,0,20,2,4,1,3,1,1,3,3,3
MICHAEL JAMISON,29,Yes,Travel_Frequently,Sales,3,2,Marketing,1,3690,Female,2,Laboratory Technician,Single,68110,0,Y,15,8,1,9,2,8,7,7,3,4,3,3,3
GERALDINE ROSEN,54,No,Travel_Rarely,Sales,1,3,Medical,1,3691,Female,2,Ma0ger,Single,22970,6,Y,18,8,2,29,2,20,12,7,4,4,2,2,3
SAGIV WEISS-ISHAI,58,No,Travel_Rarely,Sales,22,3,Life Sciences,1,3692,Female,2,Laboratory Technician,Married,24500,3,Y,12,8,1,32,2,9,1,5,4,1,3,3,3
HONG YUAN,55,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,3693,Female,3,Research Scientist,Divorced,50930,2,Y,16,8,1,31,3,7,0,0,2,4,4,3,3
GREGORY BROWNE,36,No,Travel_Rarely,Research & Development,1,3,Medical,1,3694,Male,2,Sales Executive,Single,53090,3,Y,13,8,0,15,5,5,0,1,1,2,3,3,3
JAMES PARISH,31,Yes,Travel_Frequently,Sales,4,3,Life Sciences,1,3695,Male,2,Ma0ger,Single,30570,1,Y,19,8,0,1,3,1,0,0,2,3,3,3,3
JOHN TUIASOSOPO,30,No,Travel_Rarely,Sales,3,3,Life Sciences,1,3696,Male,3,Sales Executive,Divorced,51210,7,Y,13,8,0,8,4,3,0,2,4,1,3,3,3
KEVIN RIGHTMIRE,31,No,Travel_Rarely,Research & Development,1,3,Medical,1,3697,Male,1,Laboratory Technician,Single,168560,3,Y,12,8,1,9,3,3,1,0,1,2,4,3,3
MATTHEW FONG,34,No,Travel_Frequently,Sales,2,1,Marketing,1,3698,Female,5,Ma0ger,Divorced,26860,5,Y,11,8,0,10,3,4,1,3,4,1,3,4,3
SHAWN HOOKS,31,Yes,Travel_Rarely,Sales,20,3,Technical Degree,1,3699,Male,1,Research Scientist,Single,61800,1,Y,14,8,1,1,2,1,0,0,1,2,4,1,3
KEN AINSWORTH,27,No,Travel_Rarely,Human Resources,11,4,Medical,1,3700,Male,4,Sales Executive,Married,66320,0,Y,16,8,0,6,3,5,1,4,2,1,4,3,3
LOUIS STAFFARONI,36,No,Travel_Rarely,Sales,1,3,Marketing,1,3701,Male,2,Research Scientist,Single,35050,1,Y,12,8,2,10,2,10,1,8,1,4,2,2,3
DARTON ITO,36,No,Travel_Rarely,Research & Development,24,3,Other,1,3702,Female,3,Research Director,Married,63970,4,Y,14,8,1,11,3,3,0,2,3,1,2,3,3
REY0LDO VARGAS,47,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,3703,Female,2,Sales Executive,Married,62740,7,Y,14,8,2,17,0,6,1,2,1,4,2,3,3
CAROLYN JONES,25,Yes,Travel_Rarely,Sales,16,4,Life Sciences,1,3704,Male,2,Research Scientist,Married,198590,3,Y,19,8,0,6,3,3,2,2,1,1,3,2,3
AN0BELLE CHERN,37,No,Non-Travel,Sales,8,4,Medical,1,3705,Male,1,Healthcare Representative,Single,75870,0,Y,22,8,1,7,5,6,1,3,3,3,1,3,4
CHRISTOPHER RITTER,56,No,Travel_Rarely,Research & Development,10,4,Other,1,3706,Male,2,Sales Representative,Married,42580,2,Y,16,8,0,5,2,3,1,0,1,1,4,3,3
WINILYN HIDALGO,47,No,Travel_Rarely,Research & Development,3,2,Medical,1,3707,Male,2,Laboratory Technician,Married,43640,3,Y,11,8,1,26,3,20,5,6,1,3,4,3,3
LIE MING CHEN,24,No,Travel_Rarely,Research & Development,5,1,Other,1,3708,Male,1,Manufacturing Director,Married,43350,1,Y,15,8,1,5,5,5,0,3,4,3,3,3,3
WILMA CRUZ,32,No,Travel_Rarely,Sales,4,3,Marketing,1,3709,Male,1,Research Scientist,Married,53260,4,Y,14,8,1,7,2,4,0,3,4,4,2,3,3
KIMBERLY LA SALLE,34,No,Travel_Rarely,Research & Development,9,2,Medical,1,3710,Male,1,Sales Executive,Married,32800,5,Y,13,8,0,7,3,5,0,2,4,2,2,3,3
MICHAEL BADGER,41,No,Travel_Rarely,Research & Development,26,3,Medical,1,3711,Female,3,Sales Executive,Married,54850,2,Y,17,8,2,7,2,4,0,3,2,3,2,3,3
MARIO BUSALACCHI,40,No,Non-Travel,Sales,3,2,Life Sciences,1,3712,Male,1,Sales Executive,Divorced,43420,3,Y,11,8,1,11,6,8,0,7,3,3,4,2,3
GABRIEL RIVERA,31,No,Travel_Rarely,Research & Development,16,3,Medical,1,3713,Male,2,Human Resources,Divorced,27820,1,Y,19,8,1,13,5,13,9,9,1,4,3,3,3
JOH0THAN ASHBROOK,46,Yes,Travel_Rarely,Research & Development,18,1,Medical,1,3714,Male,1,Manufacturing Director,Divorced,59800,4,Y,11,8,1,28,2,7,4,3,1,4,4,3,3
KENNETH ANDERSON,39,Yes,Non-Travel,Research & Development,2,4,Medical,1,3715,Male,2,Manufacturing Director,Single,43810,2,Y,15,8,2,11,1,1,0,0,1,1,4,2,3
CARMELITA LASAT,31,Yes,Travel_Frequently,Sales,2,3,Medical,1,3716,Male,2,Sales Executive,Single,25720,1,Y,13,8,3,10,3,10,4,7,3,2,3,3,3
DEAN0 DESEDAS,45,No,Travel_Rarely,Sales,10,2,Marketing,1,3717,Male,1,Sales Executive,Divorced,38330,2,Y,14,8,0,24,1,7,0,7,2,1,3,3,3
MARC SLAVIN,31,No,Travel_Rarely,Research & Development,16,4,Life Sciences,1,3718,Male,3,Human Resources,Single,42440,9,Y,13,8,0,8,3,3,0,2,4,2,3,3,3
PAULA FLORENCE,31,Yes,Travel_Frequently,Research & Development,7,4,Life Sciences,1,3719,Male,1,Laboratory Technician,Married,65000,6,Y,23,8,1,7,5,2,2,2,2,4,1,3,4
MARY LERMA,45,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,3720,Female,1,Research Scientist,Married,184300,4,Y,12,8,1,10,5,3,1,2,2,4,4,3,3
SHALONDA BALDWIN,48,No,Travel_Rarely,Research & Development,24,3,Technical Degree,1,3721,Male,2,Research Scientist,Divorced,16010,4,Y,12,8,0,15,3,2,2,2,3,1,3,3,3
LOURDES NICOMEDES,34,Yes,Travel_Rarely,Research & Development,7,4,Medical,1,3722,Male,2,Research Scientist,Married,26940,1,Y,16,8,1,2,3,2,2,2,1,3,3,3,3
CRISTOBAL IBORRA,40,No,Non-Travel,Research & Development,25,4,Other,1,3723,Female,1,Sales Executive,Divorced,31490,2,Y,15,8,1,16,1,9,4,8,4,2,3,2,3
CYNTHIA CHONO,28,No,Travel_Rarely,Research & Development,1,2,Technical Degree,1,3724,Female,1,Research Scientist,Single,176390,0,Y,13,8,1,6,0,5,1,3,4,1,3,3,3
KERRY KO,44,No,Non-Travel,Research & Development,5,3,Life Sciences,1,3725,Male,1,Laboratory Technician,Single,23190,3,Y,18,8,0,7,4,5,0,3,3,3,3,2,3
